Epoch Time,D1A X,D1A Y,D1A Z
1689667835294368700,0.145263671875,-0.0472412109375,1.0042724609375
1689667835294368700,0.0242919921875,0.197265625,0.9945068359375
1689667835468009400,-0.1676829308271408,0.04573170840740204,-0.13719512522220612
1689667835468009400,-0.030487805604934692,0.18292683362960815,-0.4268292784690857
1689667835530509000,0.1466064453125,-0.047607421875,1.003173828125
1689667835593009900,0.1468505859375,-0.048583984375,1.003173828125
1689667835718010700,0.1475830078125,-0.0487060546875,1.004150390625
1689667835718010700,0.07621951401233673,0.12195122241973877,-0.060975611209869385
1689667835718010700,-0.07621951401233673,0.09146341681480408,-0.3048780560493469
1689667835831223400,0.022705078125,0.19580078125,0.9952392578125
1689667836018725100,0.15243902802467346,0.0,-0.3658536672592163
1689667836018725100,0.1981707364320755,0.1676829308271408,-0.07621951401233673
1689667836065599500,0.14794921875,-0.0472412109375,1.00341796875
1689667836128099900,0.0228271484375,0.1949462890625,0.9930419921875
1689667836315600600,0.1446533203125,-0.04638671875,1.0068359375
1689667836378098500,0.146240234375,-0.0482177734375,1.00439453125
1689667836674975400,0.0228271484375,0.1956787109375,0.9952392578125
1689667836737475800,-0.04573170840740204,-0.10670731961727142,-0.030487805604934692
1689667836737475800,0.07621951401233673,0.13719512522220612,0.015243902802467346
1689667836848695600,0.146240234375,-0.0474853515625,1.004638671875
1689667836973709800,0.024169921875,0.1954345703125,0.9932861328125
1689667837036210300,0.02490234375,0.1959228515625,0.993896484375
1689667837517743300,0.022705078125,0.194580078125,0.9940185546875
1689667837627109400,0.1466064453125,-0.048095703125,1.0042724609375
1689667837689608600,0.1463623046875,-0.046630859375,1.003662109375
1689667837923983400,0.1468505859375,-0.047607421875,1.003173828125
1689667838173984300,0.1470947265625,-0.0467529296875,1.003662109375
1689667838298986200,0.0240478515625,0.1959228515625,0.99560546875
1689667838414289300,0.0225830078125,0.1968994140625,0.9949951171875
1689667838414289300,0.024169921875,0.1956787109375,0.993896484375
1689667838429911100,0.02490234375,0.194580078125,0.9931640625
1689667838429911100,0.0233154296875,0.1961669921875,0.9942626953125
1689667838476788900,0.1470947265625,-0.0462646484375,1.0032958984375
1689667838476788900,0.023193359375,0.19677734375,0.993896484375
1689667838476788900,0.0234375,0.1964111328125,0.993896484375
1689667838476788900,0.025634765625,0.1968994140625,0.9940185546875
1689667838539293500,0.0233154296875,0.1961669921875,0.995361328125
1689667838539293500,0.030487805604934692,-0.1981707364320755,-0.04573170840740204
1689667838539293500,0.15243902802467346,-0.07621951401233673,-0.10670731961727142
1689667838539293500,-0.030487805604934692,-0.060975611209869385,0.015243902802467346
1689667838601786300,0.022216796875,0.195556640625,0.9937744140625
1689667838601786300,0.38109755516052246,0.030487805604934692,-0.35060974955558777
1689667838601786300,-0.030487805604934692,0.10670731961727142,-0.12195122241973877
1689667838648659900,0.030487805604934692,0.09146341681480408,-0.060975611209869385
1689667838664293700,0.0238037109375,0.1961669921875,0.994384765625
1689667838664293700,0.023681640625,0.19677734375,0.9945068359375
1689667838664293700,0.09146341681480408,-0.04573170840740204,-0.27439025044441223
1689667838664293700,0.025146484375,0.19580078125,0.994873046875
1689667838664293700,0.030487805604934692,0.13719512522220612,-0.1676829308271408
1689667838664293700,-0.07621951401233673,0.015243902802467346,-0.10670731961727142
1689667838664293700,-0.015243902802467346,0.10670731961727142,-0.21341463923454285
1689667838664293700,0.0224609375,0.197021484375,0.9931640625
1689667838711161000,0.0242919921875,0.19677734375,0.99267578125
1689667838711161000,0.04573170840740204,-0.13719512522220612,-0.07621951401233673
1689667838711161000,-0.015243902802467346,0.015243902802467346,-0.3201219439506531
1689667838726789200,0.07621951401233673,-0.1676829308271408,-0.10670731961727142
1689667838726789200,0.0,0.030487805604934692,-0.21341463923454285
1689667838773663800,0.12195122241973877,-0.09146341681480408,0.015243902802467346
1689667838773663800,0.02294921875,0.1966552734375,0.995849609375
1689667838773663800,0.0225830078125,0.196533203125,0.994140625
1689667838838851100,0.02392578125,0.1962890625,0.9945068359375
1689667838838851100,0.0242919921875,0.19677734375,0.995361328125
1689667838901350300,0.04573170840740204,0.0,-0.18292683362960815
1689667838948220400,-0.04573170840740204,-0.060975611209869385,0.015243902802467346
1689667838948220400,-0.04573170840740204,0.0,-0.2286585420370102
1689667838963846200,-0.35060974955558777,-0.060975611209869385,-0.1981707364320755
1689667838963846200,0.0242919921875,0.196044921875,0.9947509765625
1689667839010719900,0.1484375,-0.0465087890625,1.0040283203125
1689667839010719900,0.0240478515625,0.197021484375,0.9931640625
1689667839010719900,0.0242919921875,0.1971435546875,0.9930419921875
1689667839010719900,-0.15243902802467346,0.13719512522220612,0.1676829308271408
1689667839010719900,0.2591463327407837,0.21341463923454285,-0.3353658616542816
1689667839026349300,-0.24390244483947754,0.27439025044441223,-0.44207316637039185
1689667839073223600,0.02294921875,0.1962890625,0.993896484375
