Epoch Time,D2G X,D2G Y,D2G Z
1689667835342997200,0.1466064453125,-0.048095703125,1.0045166015625
1689667835405508400,0.0233154296875,0.1962890625,0.9952392578125
1689667835530509000,0.0234375,0.1964111328125,0.99365234375
1689667835893777500,0.146240234375,-0.046875,1.0028076171875
1689667836253100100,-0.060975611209869385,0.1676829308271408,-0.21341463923454285
1689667836253100100,-0.04573170840740204,-0.10670731961727142,-0.1981707364320755
1689667836424974000,0.023681640625,0.1971435546875,0.9949951171875
1689667836549973900,0.1470947265625,-0.0477294921875,1.0057373046875
1689667836674975400,0.1473388671875,-0.0472412109375,1.003662109375
1689667836848695600,0.0230712890625,0.1961669921875,0.994384765625
1689667837098713400,0.022705078125,0.1966552734375,0.99365234375
1689667837149022700,0.1480712890625,-0.047607421875,1.003173828125
1689667837149022700,0.0245361328125,0.1951904296875,0.99462890625
1689667837211526800,0.0234375,0.1966552734375,0.9937744140625
1689667837274021900,0.1451416015625,-0.04833984375,1.0032958984375
1689667837274021900,0.0223388671875,0.1961669921875,0.994384765625
1689667837392734500,0.02490234375,0.1964111328125,0.9945068359375
1689667837517743300,0.1453857421875,-0.04833984375,1.0052490234375
1689667837689608600,0.0234375,0.1961669921875,0.9937744140625
1689667837986482500,0.0242919921875,0.1964111328125,0.9951171875
1689667838111483700,0.0230712890625,0.19677734375,0.9952392578125
1689667838351786700,0.1455078125,-0.04638671875,1.00341796875
1689667838414289300,0.0230712890625,0.196533203125,0.994140625
1689667838414289300,0.0223388671875,0.1962890625,0.9931640625
1689667838476788900,0.0223388671875,0.195556640625,0.994140625
1689667838476788900,0.0228271484375,0.1964111328125,0.9945068359375
1689667838476788900,0.0245361328125,0.1962890625,0.99560546875
1689667838539293500,0.1461181640625,-0.0489501953125,1.001220703125
1689667838539293500,0.024658203125,0.197265625,0.9952392578125
1689667838539293500,0.02392578125,0.196533203125,0.9940185546875
1689667838539293500,-0.12195122241973877,0.07621951401233673,-0.21341463923454285
1689667838554910300,0.02392578125,0.19580078125,0.9940185546875
1689667838586161500,0.0244140625,0.1953125,0.992919921875
1689667838601786300,0.07621951401233673,0.15243902802467346,-0.13719512522220612
1689667838601786300,0.023681640625,0.197265625,0.99462890625
1689667838601786300,-0.1981707364320755,-0.10670731961727142,-0.1981707364320755
1689667838601786300,0.02197265625,0.196533203125,0.9932861328125
1689667838601786300,0.0252685546875,0.1976318359375,0.995849609375
1689667838648659900,0.12195122241973877,-0.1981707364320755,0.04573170840740204
1689667838711161000,0.0233154296875,0.1964111328125,0.995361328125
1689667838711161000,0.023681640625,0.1959228515625,0.993408203125
1689667838726789200,-0.09146341681480408,0.13719512522220612,-0.030487805604934692
1689667838773663800,-0.2896341383457184,-0.09146341681480408,0.0
1689667838773663800,-0.12195122241973877,0.09146341681480408,-0.060975611209869385
1689667838789297700,0.15243902802467346,0.27439025044441223,-0.07621951401233673
1689667838789297700,0.015243902802467346,0.015243902802467346,-0.10670731961727142
1689667838838851100,0.0244140625,0.1953125,0.994873046875
1689667838885720700,0.02392578125,0.197265625,0.9935302734375
1689667838963846200,-0.15243902802467346,-0.030487805604934692,-0.1981707364320755
1689667838963846200,0.09146341681480408,0.04573170840740204,-0.12195122241973877
1689667838963846200,0.060975611209869385,-0.060975611209869385,0.0
1689667839026349300,0.030487805604934692,-0.030487805604934692,-0.060975611209869385
1689667839073223600,0.1458740234375,-0.046142578125,1.004150390625
1689667839073223600,0.0234375,0.19580078125,0.9940185546875
1689667839135721200,0.10670731961727142,-0.030487805604934692,-0.24390244483947754
1689667839135721200,0.0245361328125,0.195556640625,0.9949951171875
1689667839260723000,0.0245361328125,0.19580078125,0.9942626953125
1689667839260723000,-0.04573170840740204,0.04573170840740204,-0.2591463327407837
1689667839260723000,0.0,-0.04573170840740204,0.09146341681480408
1689667839260723000,0.07621951401233673,-0.030487805604934692,-0.10670731961727142
1689667839323220700,-0.10670731961727142,0.09146341681480408,0.1981707364320755
1689667839323220700,-0.12195122241973877,0.030487805604934692,-0.1981707364320755
1689667839323220700,0.0247802734375,0.1961669921875,0.992431640625
1689667839370095600,0.024169921875,0.197021484375,0.9954833984375
1689667839385721300,-0.04573170840740204,0.18292683362960815,0.060975611209869385
1689667839385721300,0.0238037109375,0.1962890625,0.99365234375
1689667839448223600,0.022705078125,0.1943359375,0.9940185546875
1689667839495097200,0.024658203125,0.1956787109375,0.9931640625
1689667839604478300,0.0235595703125,0.1961669921875,0.9947509765625
1689667839666971800,-0.09146341681480408,0.09146341681480408,-0.060975611209869385
1689667839729472100,0.0242919921875,0.1959228515625,0.9952392578125
1689667839791973200,0.1470947265625,-0.0467529296875,1.00341796875
1689667839858180800,0.14697265625,-0.0479736328125,1.005126953125
1689667839967551600,0.022216796875,0.19580078125,0.9940185546875
1689667840155052600,0.02392578125,0.1962890625,0.99462890625
1689667840264427600,0.146240234375,-0.0484619140625,1.0035400390625
1689667840451924900,0.146728515625,-0.0472412109375,1.0052490234375
1689667840686300400,0.0230712890625,0.1966552734375,0.99560546875
1689667840873799200,0.0240478515625,0.1956787109375,0.9942626953125
1689667840936299600,0.146240234375,-0.0467529296875,1.0030517578125
1689667840936299600,0.024658203125,0.196533203125,0.996337890625
1689667840983177000,0.14599609375,-0.0477294921875,1.00390625
1689667841045675700,-0.07621951401233673,0.030487805604934692,-0.27439025044441223
1689667841297600900,0.1478271484375,-0.0487060546875,1.004150390625
1689667841893077400,0.1444091796875,-0.0474853515625,1.005615234375
1689667842018078300,0.023193359375,0.195556640625,0.9930419921875
1689667842127452200,0.0228271484375,0.19580078125,0.9954833984375
1689667842314956100,0.0240478515625,0.197998046875,0.994873046875
1689667842439951200,0.015243902802467346,0.030487805604934692,-0.27439025044441223
1689667842549327600,0.022705078125,0.1964111328125,0.9949951171875
1689667842676020700,0.023681640625,0.1959228515625,0.993896484375
1689667842847885700,0.024169921875,0.1953125,0.9937744140625
1689667842910383300,0.1468505859375,-0.0472412109375,1.0052490234375
1689667842972882700,0.0230712890625,0.196044921875,0.9964599609375
1689667843097888700,0.1461181640625,-0.0477294921875,1.0035400390625
1689667843275206900,0.023193359375,0.19580078125,0.9949951171875
1689667843634580500,0.0220947265625,0.1961669921875,0.9940185546875
1689667843697081400,0.0244140625,0.1944580078125,0.99267578125
1689667843806455200,0.0274658203125,0.197509765625,0.99658203125
1689667843868957600,0.022705078125,0.19482421875,0.99560546875
1689667844322080600,0.15185546875,-0.0439453125,1.0087890625
1689667844322080600,0.0264892578125,0.196533203125,0.993896484375
1689667844353330400,0.148681640625,-0.0474853515625,1.006591796875
1689667844415833500,0.025634765625,0.1981201171875,0.998291015625
1689667844478331300,0.1441650390625,-0.04638671875,1.00244140625
1689667844525217800,0.0225830078125,0.1932373046875,0.98828125
1689667844650205200,0.023681640625,0.1995849609375,0.998046875
1689667844712709500,0.024169921875,0.1959228515625,0.990478515625
1689667844825085400,0.0233154296875,0.1973876953125,0.9937744140625
1689667844887583700,0.0235595703125,0.199951171875,0.9967041015625
1689667844950080400,0.024169921875,0.19775390625,0.993408203125
1689667845197710500,0.0233154296875,0.19873046875,0.9942626953125
1689667845244583300,0.0235595703125,0.19873046875,0.992919921875
1689667845371303900,0.147705078125,-0.049072265625,1.0032958984375
1689667845433805400,0.1473388671875,-0.0474853515625,1.0035400390625
1689667845683805600,0.0244140625,0.196533203125,0.994873046875
1689667845683805600,0.022705078125,0.1973876953125,0.994873046875
1689667845683805600,0.023681640625,0.1966552734375,0.9947509765625
